地 区	发病数	死亡数	发病率	死亡率	time
云南省	124	0	0.2766		2007-09
天津市	144	0	1.2915		2008-06
新疆	502	0	2.6983		2004-02
建设兵团	2	0	0.0777		2009-08
浙江省	22	0	0.0404		2011-11
安徽省	39	0	0.0641		2015-09
河南省	17	0	0.0181		2011-05
广东省	245	0	0.2332		2012-11
黑龙江省	5	0	0.0131		2007-02
湖南省	90	0	0.1336		2015-02
宁夏	2	0	0.0302		2016-12
广东省	807	0	0.7618		2013-08
建设兵团	7	0	0.272		2011-04
海南省	23	0	0.2546		2016-07
辽宁省	151	0	0.3535		2007-04
广东省	52	0	0.054		2010-08
黑龙江省	200	0	0.5215		2014-04
新疆	16	0	0.0741		2010-11
黑龙江省	93	0	0.2441		2005-04
广东省	18	0	0.0187		2010-12
山东省	51	0	0.0556		2004-03
浙江省	687	1	1.4618	0.0021	2004-05
上海市	49	0	0.2595		2009-06
河南省	20	0	0.0213		2013-12
天津市	151	0	0.9955		2016-03
广东省	148	0	0.1861		2004-10
西藏	1	0	0.0345		2010-09
上海市	32	0	0.1319		2016-09
四川省	403	0	0.4625		2004-10
西藏	18	1	0.6272	0.0348	2009-03
江西省	9	0	0.0202		2011-04
安徽省	217	0	0.3368		2004-06
河南省	3	0	0.0032		2011-10
甘肃省	29	0	0.1118		2006-09
新疆	28	0	0.1337		2008-12
山西省	23	0	0.0678		2008-09
全国	20491	11	1.5508	0.0008	2008-03
上海市	5	0	0.021		2013-10
上海市	18	0	0.1012		2006-09
四川省	21	1	0.0258	0.0012	2015-11
青海省	6	0	0.1066		2011-11
河北省	4	0	0.0056		2011-01
全国	404	0	0.0303		2010-10
建设兵团	1	0	0.0389		2010-05
天津市	13	0	0.0857		2015-08
全国	445	0	0.033		2012-10
西藏	8	0	0.2758		2010-06
海南省	2	0	0.0226		2013-09
陕西省	153	0	0.4099		2011-02
宁夏	168	0	2.7742		2009-02
河南省	304	0	0.3137		2004-05
江苏省	121	0	0.1599		2004-12
浙江省	10	0	0.0183		2013-12
福建省	2	0	0.0053		2016-11
青海省	19	0	0.3532		2005-12
安徽省	62	0	0.1011		2010-06
北京市	29	0	0.1776		2008-01
江西省	324	0	0.7418		2008-04
吉林省	1	0	0.0036		2015-10
河南省	4	0	0.0043		2012-09
福建省	1	0	0.0028		2010-07
宁夏	4	0	0.0656		2008-09
海南省	6	0	0.0718		2007-08
江苏省	179	0	0.2317		2010-05
湖北省	93	0	0.1615		2012-06
西藏	12	0	0.4331		2006-08
北京市	6	0	0.0306		2011-07
内蒙古	5	0	0.02		2015-12
江西省	226	0	0.5242		2006-06
青海省	9	0	0.1642		2007-07
四川省	314	0	0.3835		2005-12
宁夏	1	0	0.0155		2013-12
内蒙古	5	0	0.0207		2009-11
重庆市	16	0	0.0535		2016-02
建设兵团	2	0	0.0774		2008-09
全国	2641	0	0.2032		2004-09
安徽省	29	0	0.0481		2014-10
浙江省	39	0	0.0796		2006-10
甘肃省	79	0	0.3022		2004-08
福建省	209	0	0.5874		2007-08
河北省	19	0	0.0279		2004-09
江苏省	2512	0	3.368		2005-04
浙江省	82	0	0.1621		2008-10
重庆市	199	0	0.7112		2006-12
河南省	61	0	0.0647		2009-09
重庆市	4	0	0.0141		2009-10
全国	12567	7	0.956	0.0005	2007-06
内蒙古	6	0	0.0249		2009-08
山东省	601	0	0.6416		2008-06
西藏	22	0	0.7335		2011-10
重庆市	864	1	3.0769	0.0036	2007-05
青海省	171	0	2.931		2016-05
陕西省	2	0	0.0053		2012-05
青海省	61	0	1.1005		2009-04
湖北省	39	0	0.0675		2013-07
全国	6152	5	0.454	0.0004	2014-06
云南省	15	0	0.032		2014-05
重庆市	309	1	1.033	0.0033	2015-07
福建省	16	1	0.044	0.0028	2009-07
江苏省	96	0	0.1243		2010-06
重庆市	10	0	0.0343		2012-01
贵州省	13	0	0.0371		2014-08
甘肃省	59	0	0.2245		2009-07
山东省	1	0	0.001		2012-09
重庆市	72	0	0.2424		2014-04
甘肃省	106	0	0.4033		2009-03
青海省	2	0	0.0352		2012-12
海南省	1	0	0.0112		2014-02
海南省	2	0	0.0223		2014-04
辽宁省	2	0	0.0047		2006-10
福建省	4	0	0.0108		2011-02
建设兵团	106	0	4.101		2008-05
河南省	75	0	0.0795		2015-08
西藏	22	0	0.6928		2016-05
甘肃省	56	0	0.2169		2014-05
湖北省	24	0	0.0419		2011-08
福建省	1	0	0.0028		2010-01
山东省	1995	2	2.1298	0.0021	2008-03
西藏	2	0	0.0712		2007-04
浙江省	77	0	0.1406		2013-08
江西省	32	0	0.0748		2005-12
湖南省	46	0	0.0688		2014-09
西藏	73	0	2.5704		2008-04
天津市	7	0	0.0671		2006-11
内蒙古	6	0	0.024		2014-12
湖南省	1909	6	3.0039	0.0094	2008-04
北京市	9	0	0.0608		2004-01
海南省	1	0	0.0115		2011-05
河北省	63	0	0.0927		2004-06
青海省	14	0	0.2464		2012-03
宁夏	6	0	0.0993		2007-07
上海市	1	0	0.0052		2010-12
全国	11476	12	0.8598	0.0009	2010-05
吉林省	10	0	0.0367		2007-12
北京市	49	0	0.3099		2007-08
内蒙古	686	0	2.8421		2009-05
安徽省	199	0	0.3271		2015-07
浙江省	9	0	0.0163		2016-08
内蒙古	7	0	0.028		2014-08
河南省	828	0	0.8827		2006-03
青海省	8	0	0.1473		2006-11
安徽省	26	0	0.0431		2014-08
青海省	53	0	0.9562		2009-03
四川省	790	0	0.962		2006-12
山东省	2	0	0.0021		2011-12
内蒙古	16	0	0.0674		2005-08
吉林省	2	0	0.0073		2014-11
甘肃省	8	1	0.031	0.0039	2014-09
湖南省	9	0	0.0141		2009-11
内蒙古	722	0	2.8908		2014-03
辽宁省	1	0	0.0023		2016-01
宁夏	1	0	0.0153		2014-12
内蒙古	17	0	0.0713		2004-10
安徽省	266	0	0.4346		2006-04
西藏	2	0	0.0697		2009-07
云南省	1001	0	2.2329		2007-01
湖南省	589	0	0.9268		2008-01
全国	7912	2	0.5988	0.0002	2008-07
全国	5857	3	0.4479	0.0002	2006-01
山东省	7	0	0.0076		2004-09
西藏	6	0	0.2297		2004-10
上海市	140	0	0.7882		2005-07
重庆市	33	0	0.1183		2005-10
上海市	119	0	0.6693		2006-04
山东省	120	0	0.1226		2015-09
内蒙古	97	0	0.4068		2004-03
全国	5233	5	0.4026	0.0004	2004-11
北京市	5	0	0.0248		2012-12
新疆	741	1	3.2239	0.0044	2016-03
天津市	2	0	0.0163		2010-11
湖南省	13	1	0.0197	0.0015	2012-05
四川省	1166	0	1.424		2005-05
甘肃省	751	0	2.8987		2016-04
吉林省	2	0	0.0073		2012-09
青海省	5	0	0.0906		2008-10
山东省	122	0	0.1327		2005-11
辽宁省	972	0	2.305		2005-06
江西省	138	0	0.3201		2006-03
湖北省	89	0	0.1555		2011-12
陕西省	176	0	0.4712		2007-02
陕西省	17	0	0.0459		2005-12
广东省	565	0	0.6188		2005-01
重庆市	364	1	1.2963	0.0036	2007-01
青海省	306	0	5.6888		2005-04
江苏省	23	0	0.0292		2011-07
宁夏	3	0	0.048		2010-08
福建省	15	0	0.04		2013-06
西藏	79	0	2.4878		2015-03
四川省	23	0	0.0286		2012-05
陕西省	10	0	0.0268		2011-08
福建省	4	0	0.0108		2012-06
青海省	12	0	0.2057		2015-08
浙江省	12	0	0.0234		2009-11
广东省	85	0	0.0793		2015-09
重庆市	96	0	0.3441		2005-12
福建省	38	0	0.1075		2006-10
全国	2248	1	0.166	0.0001	2013-07
重庆市	82	0	0.262		2004-02
辽宁省	1181	0	2.7979		2006-04
海南省	1	0	0.0115		2011-02
天津市	99	0	0.9492		2006-02
黑龙江省	78	0	0.204		2007-06
青海省	556	0	9.53		2015-04
浙江省	148	0	0.3022		2006-07
江苏省	591	0	0.7751		2008-03
江西省	780	3	1.8235	0.007	2005-04
江西省	62	0	0.1409		2009-08
陕西省	7	0	0.0186		2014-03
云南省	12	0	0.0259		2012-05
云南省	41	0	0.0885		2012-08
云南省	395	1	0.8478	0.0021	2013-01
宁夏	15	0	0.2293		2014-05
海南省	6	0	0.0664		2015-03
海南省	1	0	0.0118		2008-12
河南省	234	0	0.2467		2010-03
河北省	81	0	0.1182		2006-09
广西	21	0	0.0449		2013-12
湖南省	2889	2	4.546	0.0031	2008-05
福建省	77	0	0.2023		2015-06
山西省	252	0	0.6943		2014-10
黑龙江省	7	0	0.0183		2013-02
河南省	56	0	0.0595		2013-07
广西	39	1	0.0818	0.0021	2008-01
重庆市	13	0	0.0445		2012-05
新疆	27	0	0.1359		2005-01
四川省	402	0	0.4938		2015-03
广东省	837	0	0.9104		2006-03
江苏省	41	0	0.0521		2011-06
江西省	7	0	0.0156		2012-08
江苏省	113	0	0.1493		2004-08
甘肃省	164	0	0.633		2015-07
河北省	766	0	1.0374		2015-04
全国	1590	1	0.1173	0.0001	2014-12
广西	105	0	0.2162		2004-11
西藏	9	1	0.2884	0.032	2014-03
云南省	5	0	0.0109		2010-12
上海市	85	0	0.4781		2006-05
建设兵团	7	0	0.2561		2015-07
甘肃省	144	0	0.5464		2010-05
湖南省	1048	0	1.569		2004-04
湖北省	6	0	0.0103		2015-12
河南省	201	0	0.2143		2006-09
辽宁省	21	0	0.0498		2005-09
河南省	1636	0	1.7351		2009-03
宁夏	2	0	0.0336		2006-01
安徽省	12	0	0.0201		2012-12
广东省	1041	0	0.9826		2013-05
吉林省	15	0	0.0545		2016-05
重庆市	199	0	0.67		2014-06
辽宁省	56	0	0.1275		2015-04
内蒙古	9	0	0.0372		2010-02
青海省	2	0	0.0352		2012-08
江西省	45	1	0.0991	0.0022	2016-05
上海市	335	0	1.8859		2005-03
江西省	231	0	0.54		2005-02
天津市	3	0	0.0204		2014-12
内蒙古	6	0	0.025		2007-10
山东省	216	0	0.2219		2014-06
河南省	1186	0	1.2628		2007-05
广东省	527	1	0.5732	0.0011	2006-10
江西省	66	0	0.1541		2004-09
河北省	5	0	0.0069		2012-07
黑龙江省	95	0	0.2478		2015-05
天津市	27	0	0.178		2016-06
广东省	15	0	0.014		2016-09
广东省	244	0	0.3068		2004-01
四川省	17	0	0.0208		2009-10
上海市	17	0	0.0701		2016-07
浙江省	26	0	0.0472		2016-02
黑龙江省	28	0	0.073		2014-02
浙江省	2962	4	6.0777	0.0082	2005-03
上海市	55	0	0.4111		2004-04
海南省	45	0	0.5483		2005-07
广西	114	0	0.2416		2007-11
建设兵团	10	0	0.3886		2009-04
全国	15267	1	1.1745	0.0001	2005-06
海南省	5	0	0.0564		2013-04
新疆	624	0	3.0439		2007-11
北京市	51	0	0.2412		2014-01
广西	974	1	2.064	0.0021	2014-06
北京市	66	0	0.3894		2009-01
内蒙古	5	0	0.0206		2010-08
上海市	42	0	0.1764		2013-07
上海市	37	0	0.1554		2013-06
重庆市	294	0	1.0539		2005-04
江西省	6	0	0.0132		2016-01
山东省	292	1	0.3015	0.001	2013-04
江苏省	29	0	0.0364		2015-10
广东省	16	0	0.0149		2016-12
宁夏	13	0	0.2152		2007-06
云南省	8	0	0.0174		2011-12
福建省	6	0	0.0158		2016-02
内蒙古	35	0	0.1417		2011-05
广西	3	0	0.0065		2012-06
云南省	73	1	0.1567	0.0021	2013-06
全国	4945	6	0.3652	0.0004	2013-04
重庆市	7	0	0.0245		2010-09
河北省	144	0	0.195		2016-01
河南省	347	0	0.358		2004-04
山东省	124	0	0.1309		2010-08
全国	897	1	0.0666	0.0001	2012-12
山东省	30	0	0.031		2013-10
贵州省	182	0	0.4838		2008-12
海南省	90	0	1.0967		2005-12
江苏省	11	1	0.0139	0.0013	2014-07
云南省	152	0	0.3346		2009-02
广西	95	0	0.2055		2005-07
陕西省	73	0	0.1996		2004-09
天津市	85	0	0.5774		2014-06
辽宁省	2	0	0.0046		2012-01
西藏	3	0	0.1034		2010-07
内蒙古	173	0	0.7251		2006-12
广东省	13	0	0.0125		2011-02
建设兵团	16	0	0.6203		2007-06
湖北省	6	0	0.0104		2012-10
全国	1749	2	0.1292	0.0001	2013-01
河北省	307	0	0.4158		2016-05
陕西省	7	0	0.0187		2008-12
甘肃省	118	0	0.4509		2008-08
上海市	30	0	0.1653		2007-01
吉林省	76	0	0.2763		2013-06
陕西省	3	0	0.008		2008-10
海南省	4	0	0.0491		2004-01
福建省	12	0	0.0315		2016-03
浙江省	426	0	0.8554		2007-09
宁夏	2	0	0.0331		2007-01
四川省	302	0	0.3466		2004-12
江西省	393	0	0.9175		2004-11
黑龙江省	11	0	0.0288		2009-12
重庆市	17	0	0.0582		2012-08
新疆	89	0	0.4341		2007-03
四川省	470	0	0.5723		2006-10
安徽省	221	0	0.3611		2006-05
广西	197	0	0.4262		2005-06
云南省	402	0	0.9034		2006-03
陕西省	33	0	0.0875		2010-10
黑龙江省	1	0	0.0026		2013-05
山东省	19	0	0.0201		2010-11
山西省	4	0	0.0112		2011-09
浙江省	2	0	0.0037		2012-07
云南省	584	0	1.3124		2006-04
建设兵团	1	0	0.0387		2008-08
广西	52	0	0.1116		2006-08
山西省	231	0	0.697		2004-07
海南省	3	0	0.0338		2013-10
西藏	89	1	3.2469	0.0365	2005-02
建设兵团	1	0	0.0389		2009-10
山西省	76	0	0.224		2008-11
山西省	382	0	1.1526		2004-05
辽宁省	12	0	0.0278		2010-08
四川省	4	0	0.005		2013-11
山东省	11	0	0.0112		2016-12
天津市	208	0	1.3713		2016-04
新疆	23	0	0.1041		2012-08
甘肃省	10	0	0.0386		2016-11
山东省	610	1	0.6634	0.0011	2005-05
全国	3906	1	0.2956	0.0001	2008-08
安徽省	74	0	0.1217		2005-09
河南省	1092	2	1.1667	0.0021	2008-06
福建省	12	0	0.0318		2014-09
江西省	26	0	0.0608		2005-11
青海省	70	0	1.2115		2014-02
浙江省	36	0	0.0655		2014-01
河南省	2	0	0.0021		2012-10
福建省	9	0	0.024		2013-12
海南省	15	0	0.1842		2004-03
上海市	755	0	4.2504		2005-05
四川省	2157	1	2.6405	0.0012	2007-06
河北省	161	0	0.2319		2008-07
云南省	32	0	0.0691		2012-09
内蒙古	8	0	0.0334		2007-09
北京市	191	0	1.2432		2005-02
江西省	7	0	0.0155		2014-08
新疆	6041	10	28.8353	0.0477	2008-02
辽宁省	6	0	0.0137		2016-08
上海市	16	0	0.0682		2012-02
重庆市	357	0	1.1405		2004-05
海南省	23	0	0.2825		2004-09
重庆市	26	0	0.0883		2013-06
山西省	3	0	0.0082		2015-11
江西省	37	0	0.0815		2016-04
辽宁省	3	0	0.007		2007-08
河北省	24	0	0.0346		2008-10
广西	42	0	0.0881		2008-09
青海省	11	0	0.2026		2006-01
湖北省	43	0	0.0716		2004-08
甘肃省	219	0	0.8443		2006-06
江苏省	59	0	0.0781		2007-11
山东省	318	0	0.3358		2010-05
云南省	398	0	0.914		2004-09
云南省	25	0	0.0537		2013-09
辽宁省	9	0	0.0208		2010-01
建设兵团	3	0	0.1167		2006-11
四川省	431	0	0.5276		2007-12
福建省	3	0	0.0083		2009-08
浙江省	3675	1	7.2628	0.002	2008-03
天津市	7	0	0.0541		2011-03
山西省	47	0	0.1378		2009-03
江西省	2	0	0.0044		2015-12
河北省	937	0	1.3584		2007-03
海南省	34	0	0.4143		2005-08
江西省	35	0	0.0777		2013-04
重庆市	321	0	1.0808		2014-07
安徽省	6	0	0.0098		2010-12
江西省	9	0	0.0201		2012-07
上海市	23	0	0.1719		2004-08
江西省	67	0	0.1554		2006-12
广西	18	0	0.0379		2015-08
福建省	49	0	0.1363		2004-09
山西省	21	0	0.0626		2006-10
山东省	1387	2	1.4168	0.002	2016-03
吉林省	5	0	0.0182		2011-12
辽宁省	11	0	0.0264		2004-07
陕西省	28	0	0.0742		2010-01
西藏	246	0	8.9745		2005-05
河北省	48	0	0.065		2015-08
陕西省	374	0	1.0224		2004-12
吉林省	10	0	0.0364		2013-08
吉林省	1423	0	5.1721		2014-05
宁夏	252	0	4.3154		2004-04
吉林省	4	0	0.0147		2006-09
山西省	59	0	0.1759		2006-01
新疆	138	0	0.6004		2015-03
宁夏	13	0	0.2063		2011-06
新疆	31	0	0.156		2005-03
云南省	75	0	0.1591		2015-06
广西	1	0	0.0021		2010-09
甘肃省	5	0	0.0195		2012-06
江苏省	591	0	0.7698		2009-05
甘肃省	19	0	0.0736		2014-07
建设兵团	3	0	0.1148		2012-05
甘肃省	16	0	0.0621		2013-06
海南省	2	0	0.0221		2015-09
广东省	170	0	0.2137		2004-11
天津市	10	0	0.0659		2015-05
山东省	128	0	0.1315		2014-08
河北省	3	0	0.0042		2011-12
新疆	64	1	0.2866	0.0045	2013-02
江苏省	52	0	0.0689		2007-10
山东省	637	0	0.6888		2006-04
福建省	9	0	0.0236		2015-01
广东省	835	0	0.8975		2007-03
青海省	18	0	0.3315		2006-02
湖南省	87	0	0.1372		2007-09
建设兵团	17	0	0.6221		2016-06
青海省	19	0	0.3532		2005-10
云南省	74	0	0.1676		2005-08
天津市	8	0	0.068		2009-01
江苏省	56	0	0.0751		2005-11
湖北省	5	0	0.0086		2016-12
安徽省	56	0	0.0929		2014-11
西藏	1	0	0.0345		2010-03
重庆市	215	0	0.7239		2014-09
海南省	1	0	0.0112		2014-12
辽宁省	15	0	0.0348		2009-12
陕西省	22	0	0.0591		2006-08
陕西省	2	0	0.0053		2012-01
四川省	91	0	0.1118		2016-11
黑龙江省	1	0	0.0026		2005-01
海南省	4	0	0.0478		2007-07
北京市	10	0	0.0465		2015-10
重庆市	7	0	0.0234		2016-10
黑龙江省	1	0	0.0027		2004-09
河南省	70	0	0.0722		2004-09
辽宁省	1	0	0.0023		2012-10
河南省	486	0	0.5175		2007-07
内蒙古	1	0	0.004		2012-11
青海省	64	0	1.1861		2004-07
湖北省	59	0	0.1031		2011-04
浙江省	89	0	0.1738		2009-09
陕西省	220	0	0.6014		2004-07
内蒙古	548	1	2.2967	0.0042	2006-04
甘肃省	5	0	0.0194		2014-11
浙江省	53	0	0.0964		2014-07
新疆	114	0	0.5561		2007-07
甘肃省	23	0	0.0891		2014-12
北京市	15	0	0.1013		2004-02
贵州省	42	0	0.1118		2007-09
河南省	21	0	0.0224		2012-03
湖北省	866	0	1.5213		2005-05
吉林省	10	0	0.0366		2009-01
新疆	4188	2	19.9905	0.0095	2008-03
湖南省	21	0	0.0318		2012-08
山东省	946	2	0.9663	0.002	2016-02
河北省	344	2	0.4691	0.0027	2014-01
建设兵团	14	0	0.5428		2007-05
四川省	76	0	0.0929		2009-06
贵州省	63	0	0.1677		2007-08
山西省	513	0	1.5291		2006-05
福建省	16	0	0.0424		2014-02
海南省	1	0	0.0116		2010-06
新疆	5	0	0.0229		2011-10
西藏	1	0	0.0333		2011-11
全国	28812	18	2.2165	0.0014	2005-04
北京市	761	0	4.9533		2005-05
黑龙江省	124	0	0.3233		2014-06
辽宁省	80	0	0.1861		2008-12
贵州省	95	0	0.2528		2007-04
全国	429	0	0.0323		2009-10
陕西省	81	0	0.2146		2016-06
重庆市	336	0	1.1232		2015-06
甘肃省	219	0	0.8378		2004-07
四川省	12	0	0.0149		2012-09
内蒙古	216	0	0.9059		2004-12
辽宁省	17	0	0.0389		2011-04
湖南省	1	0	0.0015		2011-08
江苏省	107	0	0.1417		2007-12
陕西省	11	0	0.0293		2013-07
辽宁省	18	0	0.0411		2011-05
广东省	2965	0	3.1868		2007-05
北京市	27	0	0.1823		2004-06
贵州省	55	0	0.157		2014-12
河南省	1860	2	1.9934	0.0021	2005-04
安徽省	1279	1	2.0906	0.0016	2008-05
辽宁省	154	0	0.3569		2009-02
西藏	13	0	0.4094		2016-07
甘肃省	7	0	0.0269		2007-11
甘肃省	62	0	0.2393		2015-12
山西省	405	0	1.2072		2006-06
甘肃省	26	0	0.1008		2005-10
云南省	18	0	0.0384		2014-04
山东省	17	0	0.0175		2014-10
黑龙江省	296	0	0.7741		2008-05
上海市	11	0	0.0592		2008-01
山西省	15	0	0.0447		2006-09
天津市	3	0	0.0232		2011-05
安徽省	12	0	0.0201		2012-09
海南省	3	0	0.0359		2007-05
内蒙古	31	0	0.1238		2015-07
黑龙江省	33	0	0.0863		2007-03
河南省	119	0	0.1265		2013-04
安徽省	497	1	0.83	0.0017	2013-02
辽宁省	7	0	0.0162		2009-11
宁夏	300	0	5.0888		2005-05
陕西省	64	0	0.172		2006-02
山西省	42	0	0.1163		2013-01
宁夏	52	0	0.8905		2004-10
浙江省	355	0	0.7129		2007-03
青海省	1	0	0.0176		2012-11
天津市	8	0	0.0543		2014-09
山西省	965	0	2.8441		2008-04
陕西省	20	0	0.0534		2008-07
吉林省	14	0	0.0511		2010-03
新疆	27	0	0.1251		2010-10
吉林省	3	0	0.0109		2014-09
青海省	7	0	0.1277		2007-11
河北省	8	0	0.0114		2010-12
内蒙古	4	0	0.0166		2009-12
吉林省	7	0	0.0256		2008-08
山西省	2	0	0.0055		2016-11
浙江省	1304	0	2.6757		2005-02
云南省	181	0	0.3885		2013-03
上海市	18	0	0.0782		2011-04
陕西省	90	0	0.2386		2010-08
北京市	227	0	1.4775		2005-01
江西省	5	0	0.0111		2012-04
建设兵团	20	0	0.7754		2007-12
黑龙江省	1	0	0.0026		2010-10
北京市	21	0	0.1286		2008-11
吉林省	15	0	0.0549		2009-02
天津市	1	0	0.0066		2016-10
甘肃省	37	0	0.1416		2004-01
吉林省	654	0	2.4141		2005-05
甘肃省	160	0	0.6121		2004-10
山东省	9	0	0.0096		2009-09
西藏	2	0	0.0641		2014-11
云南省	701	0	1.5879		2005-03
江西省	155	0	0.3618		2004-12
山西省	72	0	0.2101		2010-05
河北省	27	0	0.0391		2007-08
广东省	999	1	1.0942	0.0011	2005-08
陕西省	348	0	0.9392		2005-02
贵州省	21	0	0.0603		2013-01
甘肃省	817	1	3.1219	0.0038	2008-06
上海市	40	0	0.1656		2014-06
全国	472	0	0.0354		2010-12
陕西省	13	0	0.0349		2006-10
河北省	126	1	0.1706	0.0014	2016-06
内蒙古	21	0	0.0881		2004-01
河北省	78	0	0.1145		2005-09
山东省	90	0	0.0956		2009-06
江西省	157	0	0.3568		2009-07
云南省	321	0	0.7111		2008-03
天津市	12	0	0.1116		2007-09
河北省	13	0	0.0178		2013-06
河北省	17	0	0.0246		2007-10
云南省	2	0	0.0042		2015-10
四川省	32	0	0.0393		2016-08
吉林省	5	0	0.0183		2010-12
浙江省	40	0	0.0728		2014-10
四川省	43	0	0.0535		2011-09
新疆	20	0	0.0883		2014-09
宁夏	3	0	0.0453		2015-07
河南省	225	0	0.2384		2016-03
安徽省	12	0	0.0196		2009-11
上海市	9	0	0.0391		2011-06
江苏省	93	0	0.1204		2010-03
湖南省	87	0	0.13		2014-03
上海市	14	0	0.0577		2016-04
广西	1	0	0.0022		2011-01
广东省	389	0	0.3672		2013-01
全国	18505	4	1.4152	0.0003	2006-05
河南省	761	1	0.8103	0.0011	2007-06
吉林省	25	0	0.0913		2010-07
上海市	275	0	1.1337		2015-04
建设兵团	16	0	0.5855		2015-06
甘肃省	583	0	2.261		2005-03
内蒙古	228	0	0.9512		2007-04
福建省	1	0	0.0027		2012-07
西藏	4	0	0.1408		2008-08
重庆市	5	0	0.0171		2012-02
辽宁省	4	0	0.0094		2007-11
江苏省	167	0	0.2098		2015-08
青海省	21	0	0.3832		2007-12
云南省	19	0	0.0403		2015-07
安徽省	466	0	0.7661		2015-02
黑龙江省	2	0	0.0052		2011-12
重庆市	123	0	0.4368		2008-10
江苏省	1859	0	2.4925		2005-05
广西	1	0	0.0021		2009-08
天津市	1	0	0.0066		2016-12
广东省	256	0	0.2405		2014-09
天津市	9	0	0.0968		2004-07
北京市	7	0	0.0325		2016-11
北京市	30	0	0.2025		2004-11
湖北省	272	0	0.4764		2006-12
浙江省	54	0	0.1102		2006-01
山西省	4	0	0.0112		2011-02
辽宁省	120	1	0.2778	0.0023	2010-05
湖南省	514	0	0.8167		2005-07
新疆	32	0	0.1527		2008-10
广西	10	0	0.0215		2012-08
西藏	3	0	0.0974		2013-06
安徽省	71	0	0.1161		2008-10
江苏省	4	0	0.0051		2012-06
湖南省	14	0	0.0211		2013-10
山东省	247	1	0.2623	0.0011	2009-05
河南省	233	0	0.2404		2004-06
辽宁省	1202	0	2.738		2014-02
四川省	51	0	0.0623		2010-09
四川省	1099	0	1.3422		2005-06
江苏省	1	0	0.0013		2013-10
辽宁省	804	0	1.8634		2009-04
北京市	31	0	0.1441		2015-07
上海市	78	0	0.3216		2015-02
山西省	18	0	0.0501		2012-11
广东省	1435	0	1.3482		2014-06
宁夏	2	0	0.0336		2006-07
建设兵团	2	0	0.0755		2013-06
天津市	25	0	0.2036		2010-01
广东省	162	0	0.1511		2016-07
广东省	108	0	0.1121		2010-05
陕西省	5	0	0.0133		2014-02
海南省	6	0	0.0677		2013-11
河南省	13	0	0.0138		2016-09
浙江省	1	0	0.0018		2012-09
全国	730	6	0.0536	0.0004	2015-11
江西省	2	0	0.0045		2010-02
内蒙古	1	0	0.004		2013-02
建设兵团	20	0	0.7754		2007-04
宁夏	3	0	0.0509		2005-10
吉林省	30	0	0.1095		2010-04
湖南省	11	0	0.0167		2011-03
云南省	32	0	0.0679		2016-06
全国	8192	6	0.6302	0.0005	2004-03
全国	4670	2	0.3572	0.0002	2006-12
新疆	26	0	0.1204		2010-08
建设兵团	1	0	0.0388		2007-02
甘肃省	112	0	0.4323		2016-01
河南省	185	1	0.1976	0.0011	2008-10
新疆	82	1	0.3673	0.0045	2013-03
甘肃省	1	0	0.0039		2012-10
山东省	9	0	0.0092		2016-11
山东省	2	0	0.0021		2012-01
新疆	49	0	0.2339		2008-08
广东省	1325	0	1.4513		2005-04
湖北省	10	0	0.0175		2011-01
四川省	20	0	0.0246		2008-12
四川省	61	0	0.0759		2011-08
天津市	35	0	0.3356		2006-01
四川省	233	0	0.2874		2014-12
山西省	111	0	0.3308		2006-02
江西省	12	0	0.0264		2015-03
陕西省	1	0	0.0026		2016-11
陕西省	11	0	0.0296		2006-09
吉林省	6	0	0.0218		2011-05
天津市	2	0	0.0148		2012-01
上海市	6	0	0.0318		2009-10
湖北省	167	0	0.2779		2004-03
广东省	1196	1	1.5036	0.0013	2004-04
天津市	20	0	0.1415		2013-08
重庆市	332	0	1.1901		2005-06
北京市	309	0	1.8922		2008-03
北京市	34	0	0.1643		2013-12
江西省	91	0	0.2068		2009-01
吉林省	17	0	0.0624		2007-07
辽宁省	137	0	0.3208		2007-05
青海省	8	0	0.146		2007-10
天津市	15	0	0.1276		2009-06
湖北省	175	0	0.3009		2015-05
江苏省	247	0	0.3312		2005-08
新疆	87	0	0.3896		2013-07
广西	85	0	0.1815		2013-08
西藏	4	0	0.126		2015-02
全国	12831	2	0.9813	0.0002	2006-03
青海省	75	0	1.39		2004-04
青海省	47	0	0.8711		2004-11
云南省	196	0	0.444		2005-10
青海省	56	0	1.0313		2006-06
内蒙古	3	0	0.012		2016-01
全国	657	0	0.0485		2013-12
上海市	1	0	0.0043		2011-12
天津市	11	0	0.1184		2004-04
江苏省	1	0	0.0013		2012-08
江苏省	10	0	0.0126		2015-12
天津市	146	0	1.3581		2007-02
新疆	8	0	0.0375		2009-09
陕西省	71	0	0.1941		2004-08
安徽省	24	0	0.0402		2012-03
湖南省	29	0	0.0442		2011-04
甘肃省	3	0	0.0117		2012-04
黑龙江省	2	0	0.0052		2011-11
北京市	11	0	0.0511		2016-10
吉林省	17	0	0.0618		2014-02
福建省	96	0	0.2732		2005-08
黑龙江省	2886	1	7.5432	0.0026	2010-05
江苏省	40	0	0.0521		2009-09
山西省	15	0	0.0411		2016-03
四川省	177	0	0.2201		2011-04
吉林省	4	0	0.0145		2012-08
云南省	11	0	0.0233		2016-08
天津市	747	0	5.074		2014-03
新疆	5356	14	25.5656	0.0668	2008-01
内蒙古	7	0	0.0291		2008-10
浙江省	47	0	0.1		2004-01
